first_name,second_name,id,web_name,now_cost,cost_change_start,element_type,selected_by_percent,team,team_code,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps
José Ignacio,Peleteiro Romallo,36,Jota,58,-2,3,0.1,2,7,13,259,0,1,2,3,0,0,0,0,35
Tom,Heaton,94,Heaton,45,0,1,5.3,2,7,42,1350,0,0,3,26,0,0,53,0,264
Matt,Targett,309,Targett,44,-1,2,1.1,2,7,40,813,1,2,2,16,2,0,0,9,211
Wesley,Moraes,428,Wesley,57,-3,4,1.7,2,7,54,1374,4,1,4,24,2,0,0,7,144
Jed,Steer,429,Steer,44,-1,1,0.1,2,7,1,7,0,0,0,0,0,0,0,0,3
Tyrone,Mings,445,Mings,45,0,2,4.5,2,7,43,1372,1,1,3,25,3,0,0,3,274
Ezri,Konsa Ngoyo,452,Konsa,43,-2,2,0.1,2,7,13,465,0,1,1,11,0,0,0,0,84
Bjorn,Engels,455,Engels,45,0,2,0.6,2,7,32,1041,0,0,3,20,1,0,0,4,184
Frédéric,Guilbert,458,Guilbert,44,-1,2,0.8,2,7,39,1064,0,2,4,15,5,0,0,2,193
Mahmoud Ahmed,Ibrahim Hassan,465,Trézéguet,52,-3,3,1.6,2,7,38,870,3,1,1,18,2,1,0,2,106
Douglas Luiz,Soares de Paulo,470,Douglas Luiz,45,0,3,3.7,2,7,38,847,2,0,4,16,1,0,0,2,153
Lovre,Kalinic,474,Kalinic,44,-1,1,0.1,2,7,0,0,0,0,0,0,0,0,0,0,0
Marvelous,Nakamba,491,Nakamba,44,-1,3,1.1,2,7,18,830,0,0,1,18,2,0,0,0,135
Steve,Cook,58,Steve Cook,50,0,2,0.3,3,91,43,1260,1,0,3,20,2,0,0,5,242
Nathan,Aké,59,Aké,50,0,2,10.8,3,91,50,1384,1,1,3,21,1,0,0,5,290
Charlie,Daniels,60,Daniels,43,-2,2,0.1,3,91,3,126,0,0,0,2,0,0,0,0,18
Chris,Mepham,61,Mepham,43,-2,2,0.8,3,91,16,451,1,0,0,11,0,0,0,2,78
Simon,Francis,62,Francis,44,-1,2,0.0,3,91,2,188,0,0,0,6,0,1,0,0,29
Adam,Smith,63,Adam Smith,43,-2,2,0.7,3,91,32,837,0,1,3,12,2,0,0,3,163
Lloyd,Kelly,64,Kelly,44,-1,2,0.1,3,91,0,0,0,0,0,0,0,0,0,0,0
Diego,Rico,65,Rico,43,3,2,13.9,3,91,44,1118,0,2,4,16,4,0,0,5,226
Jack,Simpson,66,Simpson,39,-1,2,6.9,3,91,0,55,0,0,0,3,0,0,0,0,9
Callum,Wilson,67,Callum Wilson,75,-5,4,5.3,3,91,62,1373,5,3,3,24,3,0,0,4,192
Joshua,King,68,King,61,-4,4,4.1,3,91,50,1006,3,3,2,15,0,0,0,6,161
Dominic,Solanke,69,Solanke,52,-3,4,0.3,3,91,21,751,0,0,1,13,1,0,0,0,38
Sam,Surridge,71,Surridge,43,-2,4,0.5,3,91,0,0,0,0,0,0,0,0,0,0,0
Asmir,Begovic,72,Begovic,42,-3,1,0.9,3,91,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,73,Boruc,43,-2,1,0.3,3,91,0,0,0,0,0,0,0,0,0,0,0
Mark,Travers,74,Travers,43,-2,1,0.2,3,91,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,75,Fraser,69,-6,3,3.0,3,91,43,1075,1,3,3,18,2,0,0,2,153
David,Brooks,76,Brooks,63,-2,3,0.1,3,91,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,77,Stanislas,59,-1,3,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,78,Ibe,46,-4,3,0.2,3,91,2,48,0,0,0,1,0,0,0,0,10
Lewis,Cook,79,Lewis Cook,50,0,3,0.0,3,91,19,462,0,1,1,8,0,0,0,0,94
Andrew,Surman,80,Surman,47,-3,3,0.0,3,91,3,57,0,0,0,1,0,0,0,0,9
Dan,Gosling,81,Gosling,49,-1,3,0.0,3,91,3,56,0,0,0,0,0,0,0,0,6
Jefferson,Lerma,82,Lerma,48,-2,3,0.1,3,91,21,1138,0,0,2,19,7,0,0,0,158
Jack,Stacey,446,Stacey,43,-2,2,0.1,3,91,6,436,0,0,0,8,2,0,0,0,50
Philip,Billing,476,Billing,50,0,3,0.1,3,91,27,1216,0,1,3,20,6,0,0,0,165
Arnaut,Danjuma Groeneveld,492,Danjuma,58,-2,3,0.0,3,91,18,405,0,1,2,6,0,0,0,0,55
Aaron,Ramsdale,494,Ramsdale,46,1,1,3.9,3,91,60,1440,0,1,3,24,0,0,56,7,305
Harry,Wilson,505,Harry Wilson,60,0,3,3.1,3,91,59,873,6,0,2,16,1,0,0,5,190
Christian,Saydee,564,Saydee,45,0,3,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0
Gavin,Kilkenny,565,Kilkenny,45,0,3,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,37,Duffy,48,-2,2,1.0,4,36,22,616,1,0,1,10,0,0,0,0,111
Martín,Montoya,38,Montoya,45,0,2,0.6,4,36,39,1057,0,1,4,16,3,0,0,3,186
Bernardo,Fernandes da Silva Junior,39,Bernardo,43,-2,2,0.1,4,36,2,67,0,0,0,3,0,0,0,0,14
Leon,Balogun,40,Balogun,44,-1,2,0.1,4,36,0,0,0,0,0,0,0,0,0,0,0
Gaëtan,Bong,41,Bong,43,-2,2,0.1,4,36,3,57,0,0,0,3,0,0,0,0,15
Lewis,Dunk,42,Dunk,47,2,2,12.7,4,36,58,1350,2,2,4,22,6,0,0,9,311
Matthew,Clarke,43,Clarke,44,-1,2,0.0,4,36,0,0,0,0,0,0,0,0,0,0,0
Glenn,Murray,44,Murray,55,-5,4,0.8,4,36,14,350,0,0,2,4,0,0,0,0,18
Jürgen,Locadia,45,Locadia,52,-3,4,0.1,4,36,3,85,0,0,1,1,0,0,0,0,5
Florin,Andone,46,Andone,48,-2,4,0.4,4,36,5,71,1,0,0,2,0,1,0,1,20
Mathew,Ryan,47,Ryan,48,3,1,17.6,4,36,65,1440,0,0,4,24,0,0,63,11,362
David,Button,48,Button,40,0,1,21.1,4,36,0,0,0,0,0,0,0,0,0,0,0
Pascal,Groß,49,Groß,64,-1,3,0.5,4,36,44,1014,1,3,3,15,1,0,0,2,192
Alireza,Jahanbakhsh,50,Jahanbakhsh,58,-2,3,0.1,4,36,1,22,0,0,0,0,0,0,0,0,4
José Heriberto,Izquierdo Mena,51,Izquierdo,54,-1,3,0.0,4,36,0,0,0,0,0,0,0,0,0,0,0
Anthony,Knockaert,52,Knockaert,54,-1,3,0.0,4,36,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,53,Bissouma,50,0,3,0.0,4,36,6,144,0,0,0,3,0,0,0,0,21
Davy,Pröpper,54,Pröpper,49,-1,3,0.4,4,36,35,1260,1,1,3,22,2,0,0,0,201
Solomon,March,55,March,46,-4,3,0.2,4,36,21,598,0,1,2,10,1,0,0,3,88
Beram,Kayal,56,Kayal,43,-2,3,0.3,4,36,0,0,0,0,0,0,0,0,0,0,0
Dale,Stephens,57,Stephens,44,-1,3,2.2,4,36,35,1412,0,1,4,22,5,0,0,1,237
Leandro,Trossard,421,Trossard,58,-2,3,0.3,4,36,39,550,2,4,0,13,0,0,0,2,142
Dan,Burn,475,Burn,45,0,2,0.3,4,36,36,1440,0,0,4,24,2,0,0,0,243
Adam,Webster,493,Webster,44,-1,2,0.2,4,36,33,1025,2,0,2,18,2,0,0,2,209
Neal,Maupay,502,Maupay,58,-2,4,1.3,4,36,64,1154,6,0,4,17,1,0,0,12,193
Aaron,Mooy,516,Mooy,48,-2,3,0.2,4,36,22,632,0,1,2,11,0,1,0,3,110
Aaron,Connolly,534,Connolly,46,1,4,2.0,4,36,33,558,2,2,2,11,0,0,0,3,83
Tudor,Baluta,536,Baluta,40,0,2,0.2,4,36,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,537,Alzate,45,0,3,0.1,4,36,20,744,0,0,3,11,1,0,0,0,112
Ezequiel,Schelotto,546,Schelotto,40,0,2,0.5,4,36,3,41,0,0,0,2,0,0,0,0,6
Ben,Mee,83,Mee,50,0,2,0.8,5,90,38,1440,0,0,5,29,2,0,0,0,248
James,Tarkowski,84,Tarkowski,51,1,2,3.8,5,90,57,1440,1,2,5,29,4,0,0,9,289
Matthew,Lowton,85,Lowton,44,-1,2,0.6,5,90,28,1080,0,1,3,23,2,0,0,0,186
Phil,Bardsley,86,Bardsley,43,-2,2,0.2,5,90,12,360,0,0,2,6,1,0,0,0,65
Charlie,Taylor,87,Taylor,42,-3,2,0.7,5,90,15,295,0,0,2,0,0,0,0,0,61
Kevin,Long,88,Long,43,-2,2,0.1,5,90,0,0,0,0,0,0,0,0,0,0,0
Ben,Gibson,89,Gibson,39,-1,2,2.8,5,90,0,0,0,0,0,0,0,0,0,0,0
Ashley,Barnes,90,Barnes,63,-2,4,3.2,5,90,54,1058,6,0,6,17,3,0,0,6,156
Chris,Wood,91,Wood,62,-3,4,1.0,5,90,53,1131,6,0,5,18,1,0,0,5,146
Matej,Vydra,92,Vydra,53,-2,4,0.1,5,90,8,83,0,1,0,1,0,0,0,0,18
Nick,Pope,93,Pope,47,2,1,14.6,5,90,56,1440,0,0,5,29,0,0,48,6,309
Joe,Hart,95,Hart,43,-2,1,1.2,5,90,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,96,Gudmundsson,59,-1,3,0.4,5,90,17,309,1,0,3,2,0,0,0,1,58
Dwight,McNeil,97,McNeil,60,0,3,0.8,5,90,57,1368,1,5,6,27,1,0,0,1,226
Robbie,Brady,98,Brady,55,0,3,0.0,5,90,22,271,1,2,0,7,1,0,0,0,82
Steven,Defour,99,Defour,55,0,3,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Jeff,Hendrick,100,Hendrick,54,-1,3,0.1,5,90,41,1018,2,1,4,23,4,0,0,4,135
Ashley,Westwood,101,Westwood,54,-1,3,0.3,5,90,37,1170,0,3,5,18,5,0,0,2,185
Jack,Cork,102,Cork,49,-1,3,0.2,5,90,31,1202,0,0,4,26,0,0,0,0,159
Daniel,Drinkwater,120,Drinkwater,44,-1,3,0.7,5,90,1,58,0,0,0,2,0,0,0,0,4
Aaron,Lennon,430,Lennon,47,-3,3,0.1,5,90,11,360,0,0,0,12,2,0,0,0,38
Erik,Pieters,447,Pieters,45,0,2,6.5,5,90,34,1143,0,3,2,29,1,0,0,5,200
Jay,Rodriguez,451,Rodriguez,57,-3,4,0.2,5,90,27,583,2,0,0,21,1,0,0,0,69
Bailey,Peacock-Farrell,495,Peacock-Farrell,44,-1,1,0.1,5,90,0,0,0,0,0,0,0,0,0,0,0
Mace,Goodridge,571,Goodridge,45,0,3,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,572,Driscoll-Glennon,40,0,2,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Marcos,Alonso,103,Alonso,60,-5,2,2.5,6,8,36,498,1,2,3,4,3,0,0,3,147
Antonio,Rüdiger,104,Rüdiger,60,0,2,0.1,6,8,1,45,0,0,0,0,0,0,0,0,9
César,Azpilicueta,105,Azpilicueta,58,-2,2,5.1,6,8,34,1260,0,2,2,23,0,0,0,1,237
Emerson,Palmieri dos Santos,107,Emerson,55,0,2,0.9,6,8,14,702,0,0,1,14,1,0,0,0,139
Andreas,Christensen,108,Christensen,49,-1,2,0.6,6,8,11,671,0,0,1,15,2,0,0,0,121
Davide,Zappacosta,109,Zappacosta,43,-2,2,0.2,6,8,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,110,Giroud,66,-4,4,1.1,6,8,7,190,0,0,1,5,0,0,0,0,16
Kepa,Arrizabalaga,111,Kepa,55,0,1,5.7,6,8,40,1440,0,0,3,24,0,0,31,0,251
Willy,Caballero,112,Caballero,48,-2,1,0.2,6,8,0,0,0,0,0,0,0,0,0,0,0
Willian,Borges Da Silva,113,Willian,70,0,3,2.1,6,8,56,1033,2,3,4,12,2,0,0,9,240
Pedro,Rodríguez Ledesma,114,Pedro,68,-2,3,1.2,6,8,9,304,0,0,1,6,0,0,0,0,38
Ruben,Loftus-Cheek,115,Loftus-Cheek,63,-2,3,0.1,6,8,0,0,0,0,0,0,0,0,0,0,0
Callum,Hudson-Odoi,116,Hudson-Odoi,55,-5,3,0.6,6,8,23,273,0,3,1,4,1,0,0,3,84
Ross,Barkley,117,Barkley,56,-4,3,1.3,6,8,9,335,0,0,1,5,0,0,0,0,38
Jorge Luiz,Frello Filho,118,Jorginho,50,0,3,3.6,6,8,42,1088,1,3,2,19,6,0,0,5,242
N'Golo,Kanté,119,Kanté,50,0,3,4.8,6,8,33,674,3,0,1,11,1,0,0,2,145
Ethan,Ampadu,121,Ampadu,44,-1,3,0.0,6,8,0,0,0,0,0,0,0,0,0,0,0
Christian,Pulisic,431,Pulisic,74,-1,3,12.9,6,8,63,917,5,3,1,18,0,0,0,5,210
Mateo,Kovacic,432,Kovacic,53,-2,3,1.3,6,8,41,1149,1,2,1,20,3,0,0,4,279
Kurt,Zouma,459,Zouma,47,-3,2,2.0,6,8,26,1263,0,0,2,22,1,0,0,1,211
Tammy,Abraham,460,Abraham,80,10,4,37.7,6,8,97,1131,11,3,4,17,2,0,0,19,318
Michy,Batshuayi,461,Batshuayi,66,-4,4,0.5,6,8,21,96,1,2,0,3,0,0,0,1,51
Robert Kenedy,Nunes do Nascimento,462,Kenedy,53,-2,3,0.0,6,8,0,0,0,0,0,0,0,0,0,0,0
Mason,Mount,463,Mount,66,6,3,27.0,6,8,69,1324,5,2,3,22,2,0,0,6,250
Reece,James,506,James,50,0,2,0.5,6,8,18,411,0,1,1,6,0,0,0,1,109
Fikayo,Tomori,529,Tomori,48,3,2,6.0,6,8,39,990,1,0,3,13,2,0,0,6,210
Billy,Gilmour,533,Gilmour,45,0,3,0.0,6,8,2,9,0,0,0,1,0,0,0,0,5
Addji Keaninkin Marc-Israel,Guehi,545,Guehi,40,0,2,0.1,6,8,0,0,0,0,0,0,0,0,0,0,0
Patrick,van Aanholt,123,van Aanholt,55,0,2,6.7,7,31,51,1288,2,0,4,18,0,0,0,3,235
James,Tomkins,124,Tomkins,50,0,2,0.3,7,31,23,712,0,0,3,10,2,0,0,2,128
Mamadou,Sakho,125,Sakho,50,0,2,0.1,7,31,2,240,0,0,0,5,0,1,0,0,28
Joel,Ward,126,Ward,44,-1,2,1.6,7,31,38,1102,0,1,3,15,2,0,0,5,197
Scott,Dann,127,Dann,43,-2,2,0.2,7,31,13,245,0,1,1,1,0,0,0,0,62
Martin,Kelly,128,Kelly,43,3,2,30.1,7,31,50,864,0,1,6,6,0,0,0,4,198
Christian,Benteke,129,Benteke,57,-3,4,0.6,7,31,14,306,0,0,1,5,1,0,0,0,47
Connor,Wickham,130,Wickham,45,0,4,2.4,7,31,2,15,0,0,0,0,0,0,0,0,3
Vicente,Guaita,131,Guaita,51,1,1,2.5,7,31,61,1260,0,0,6,14,1,0,37,7,275
Wayne,Hennessey,132,Hennessey,43,-2,1,0.6,7,31,6,180,0,0,0,4,0,0,13,0,42
Wilfried,Zaha,133,Zaha,68,-2,3,12.0,7,31,52,1375,2,2,5,18,3,0,0,3,149
Luka,Milivojevic,134,Milivojevic,67,-3,3,2.4,7,31,45,1335,2,0,6,17,7,0,0,6,194
Andros,Townsend,135,Townsend,56,-4,3,1.3,7,31,33,778,1,1,3,12,0,0,0,0,138
Max,Meyer,136,Meyer,52,-3,3,0.1,7,31,6,171,0,0,1,2,1,0,0,0,16
Jeffrey,Schlupp,137,Schlupp,55,0,3,0.2,7,31,40,856,2,1,4,12,2,0,0,3,121
James,McArthur,138,McArthur,52,-3,3,0.7,7,31,46,1287,0,3,7,11,2,0,0,2,198
Cheikhou,Kouyaté,139,Kouyaté,49,-1,3,0.2,7,31,36,1163,0,1,6,14,1,0,0,0,117
Luke,Dreher,140,Dreher,44,-1,3,0.1,7,31,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,157,McCarthy,44,-1,3,0.6,7,31,9,212,0,0,0,4,3,0,0,0,32
Jordan,Ayew,468,Ayew,51,1,4,7.1,7,31,54,1212,4,0,8,13,3,0,0,11,147
Gary,Cahill,503,Cahill,45,0,2,1.7,7,31,31,1080,0,0,3,17,1,0,0,3,198
Víctor,Camarasa,510,Camarasa,46,-4,3,0.2,7,31,1,5,0,0,0,0,0,0,0,0,3
Jairo,Riedewald,539,Riedewald,45,0,3,0.0,7,31,1,45,0,0,0,0,0,0,0,0,5
Stephen,Henderson,556,Henderson,40,0,1,0.3,7,31,0,0,0,0,0,0,0,0,0,0,0
Alex,Iwobi,17,Iwobi,56,-4,3,1.2,8,11,32,939,1,0,1,20,0,0,0,2,141
Lucas,Digne,141,Digne,57,-3,2,12.4,8,11,43,1413,0,3,3,28,2,0,0,4,272
Yerry,Mina,142,Mina,53,-2,2,2.1,8,11,32,1260,0,0,3,24,1,0,0,4,218
Michael,Keane,143,Keane,53,-2,2,2.2,8,11,39,1171,1,0,3,24,0,0,0,3,203
Seamus,Coleman,144,Coleman,53,-2,2,1.2,8,11,19,689,0,1,2,13,3,1,0,2,128
Leighton,Baines,145,Baines,49,-1,2,0.1,8,11,1,8,0,0,0,0,0,0,0,0,5
Cenk,Tosun,146,Tosun,57,-3,4,0.1,8,11,10,220,1,0,0,4,0,0,0,0,37
Dominic,Calvert-Lewin,147,Calvert-Lewin,57,-3,4,1.1,8,11,45,767,5,0,2,17,2,0,0,5,149
Jordan,Pickford,148,Pickford,54,-1,1,7.1,8,11,44,1440,0,0,3,28,0,0,38,2,260
Maarten,Stekelenburg,149,Stekelenburg,40,0,1,8.2,8,11,0,0,0,0,0,0,0,0,0,0,0
Richarlison,de Andrade,150,Richarlison,78,-2,3,7.2,8,11,78,1367,6,3,3,27,3,0,0,7,246
Gylfi,Sigurdsson,151,Sigurdsson,74,-6,3,2.7,8,11,38,1146,1,1,2,23,1,0,0,0,182
Bernard,Anício Caldeira Duarte,152,Bernard,64,-1,3,0.6,8,11,33,506,2,1,3,6,2,0,0,5,102
Theo,Walcott,153,Walcott,62,-3,3,0.4,8,11,20,519,0,1,1,7,1,0,0,0,43
Tom,Davies,154,Davies,53,-2,3,0.2,8,11,27,642,1,1,1,14,2,0,0,3,96
Ademola,Lookman,155,Lookman,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Idrissa,Gueye,156,Gueye,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Morgan,Schneiderlin,158,Schneiderlin,44,-1,3,0.8,8,11,13,737,0,0,1,14,3,1,0,0,86
Fabian,Delph,205,Delph,53,-2,2,0.2,8,11,6,558,0,0,0,14,2,0,0,0,79
André Filipe,Tavares Gomes,422,André Gomes,53,-2,3,0.3,8,11,13,584,0,0,2,8,3,0,0,0,71
Lewis,Gibson,477,Gibson,43,-2,2,0.1,8,11,0,0,0,0,0,0,0,0,0,0,0
Mason,Holgate,478,Holgate,44,-1,2,0.2,8,11,16,648,0,2,0,15,2,0,0,1,120
Jonas,Lössl,479,Lössl,43,-2,1,0.3,8,11,0,0,0,0,0,0,0,0,0,0,0
Moise,Kean,496,Kean,64,-6,4,1.5,8,11,16,329,0,1,0,9,0,0,0,0,35
Jean-Philippe,Gbamin,497,Gbamin,48,-2,3,0.0,8,11,4,135,0,0,1,0,0,0,0,0,14
Djibril,Sidibé,511,Sidibé,53,-2,2,0.3,8,11,28,670,0,3,1,13,2,0,0,4,139
Beni,Baningime,557,Baningime,45,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,561,Gordon,45,0,4,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,570,Niasse,45,0,4,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Ricardo Domingos,Barbosa Pereira,159,Pereira,65,5,2,17.5,9,13,83,1440,2,1,7,10,1,0,0,10,347
Benjamin,Chilwell,161,Chilwell,58,3,2,13.1,9,13,66,1159,1,3,6,8,1,0,0,3,275
Jonny,Evans,162,Evans,52,2,2,5.3,9,13,75,1411,1,2,7,10,3,0,0,7,346
Christian,Fuchs,163,Fuchs,43,-2,2,0.3,9,13,11,274,0,0,1,2,0,0,0,0,52
Çaglar,Söyüncü,164,Söyüncü,51,6,2,20.6,9,13,70,1440,1,1,7,10,3,0,0,5,362
Wes,Morgan,165,Morgan,41,-4,2,0.7,9,13,4,56,0,0,0,0,0,0,0,0,15
Jamie,Vardy,166,Vardy,101,11,4,51.4,9,13,128,1440,16,4,7,10,2,0,0,22,473
Kelechi,Iheanacho,167,Iheanacho,57,-3,4,0.5,9,13,21,91,2,2,0,1,1,0,0,5,81
Kasper,Schmeichel,168,Schmeichel,54,4,1,15.4,9,13,68,1440,0,0,7,10,0,0,36,1,295
Eldin,Jakupovic,169,Jakupovic,43,-2,1,0.1,9,13,0,0,0,0,0,0,0,0,0,0,0
Danny,Ward,170,Ward,43,-2,1,0.2,9,13,0,0,0,0,0,0,0,0,0,0,0
James,Maddison,171,Maddison,78,8,3,28.1,9,13,86,1322,5,5,6,9,1,0,0,11,325
Harvey,Barnes,172,Barnes,59,-1,3,0.9,9,13,52,899,1,5,5,5,0,0,0,3,151
Rachid,Ghezzal,173,Ghezzal,52,-3,3,0.0,9,13,0,0,0,0,0,0,0,0,0,0,0
Marc,Albrighton,174,Albrighton,52,-3,3,0.2,9,13,11,204,0,1,0,2,1,0,0,0,60
Demarai,Gray,175,Gray,51,-4,3,0.3,9,13,15,204,0,2,0,1,1,0,0,0,47
Wilfred,Ndidi,176,Ndidi,50,0,3,2.8,9,13,48,1350,2,0,7,9,2,0,0,3,248
Matty,James,177,James,43,-2,3,0.2,9,13,0,0,0,0,0,0,0,0,0,0,0
Daniel,Amartey,178,Amartey,43,-2,3,0.3,9,13,0,0,0,0,0,0,0,0,0,0,0
Nampalys,Mendy,179,Mendy,43,-2,3,1.0,9,13,1,1,0,0,0,0,0,0,0,0,2
Hamza,Choudhury,180,Choudhury,43,-2,3,0.7,9,13,15,339,0,1,1,4,1,0,0,0,67
Ayoze,Pérez,265,Pérez,62,-3,3,5.8,9,13,57,876,4,2,5,6,0,0,0,2,169
James,Justin,433,Justin,48,-2,2,0.1,9,13,5,20,0,1,0,0,0,0,0,0,20
Youri,Tielemans,448,Tielemans,66,1,3,8.5,9,13,67,1409,3,3,7,10,0,0,0,4,273
Andy,King,480,King,43,-2,3,0.4,9,13,0,0,0,0,0,0,0,0,0,0,0
Dennis,Praet,517,Praet,53,-2,3,0.1,9,13,22,427,0,2,1,3,0,0,0,0,89
Andrew,Robertson,181,Robertson,71,1,2,22.0,10,14,72,1425,1,5,3,14,0,0,0,8,351
Trent,Alexander-Arnold,182,Alexander-Arnold,73,3,2,30.7,10,14,68,1392,1,7,2,14,4,0,0,7,343
Virgil,van Dijk,183,van Dijk,64,-1,2,40.4,10,14,66,1440,3,0,3,14,1,0,0,6,305
Joseph,Gomez,184,Gomez,51,-4,2,0.9,10,14,12,197,0,0,1,1,1,0,0,0,48
Joel,Matip,185,Matip,52,-3,2,1.4,10,14,32,630,1,0,2,5,0,0,0,4,141
Dejan,Lovren,186,Lovren,53,-2,2,0.5,10,14,16,669,0,1,0,8,1,0,0,0,130
Roberto,Firmino,187,Firmino,93,-2,4,8.9,10,14,73,1268,4,5,5,9,0,0,0,12,278
Divock,Origi,188,Origi,52,-3,4,2.9,10,14,35,360,3,1,0,9,0,0,0,6,130
Alisson,Ramses Becker,189,Alisson,60,0,1,7.7,10,14,18,653,0,0,1,6,0,1,16,0,114
Simon,Mignolet,190,Mignolet,45,0,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Salah,191,Salah,122,-3,3,22.0,10,14,88,1100,7,4,5,8,0,0,0,10,244
Sadio,Mané,192,Mané,123,8,3,42.8,10,14,109,1236,9,6,3,12,1,0,0,15,318
Alex,Oxlade-Chamberlain,193,Chamberlain,62,-3,3,0.7,10,14,24,487,1,0,3,3,0,0,0,0,82
Xherdan,Shaqiri,194,Shaqiri,63,-2,3,0.3,10,14,10,104,1,0,0,2,0,0,0,0,39
Adam,Lallana,195,Lallana,58,-2,3,0.1,10,14,15,205,1,0,0,4,0,0,0,1,57
Naby,Keita,196,Keita,58,-2,3,0.3,10,14,16,104,1,1,1,0,0,0,0,3,56
Fabio Henrique,Tavares,197,Fabinho,55,0,3,1.1,10,14,32,1006,1,1,2,10,5,0,0,4,199
Jordan,Henderson,198,Henderson,54,-1,3,1.1,10,14,46,995,1,2,5,8,0,0,0,3,227
Georginio,Wijnaldum,199,Wijnaldum,54,-1,3,2.8,10,14,47,1259,2,0,4,12,0,0,0,3,211
James,Milner,200,Milner,53,-2,3,0.6,10,14,30,458,1,2,2,6,2,0,0,3,106
Rafael,Camacho,201,Camacho,45,0,3,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,464,Brewster,43,-2,4,0.5,10,14,0,0,0,0,0,0,0,0,0,0,0
Adrián,San Miguel del Castillo,526,Adrián,42,-3,1,2.6,10,14,25,783,0,0,2,9,1,0,16,0,123
Andy,Lonergan,530,Lonergan,43,-2,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Caoimhin,Kelleher,531,Kelleher,44,-1,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,550,Elliott,45,0,3,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Curtis,Jones,569,Jones,45,0,3,0.0,10,14,1,14,0,0,0,0,0,0,0,0,1
Aymeric,Laporte,202,Laporte,63,-2,2,2.0,11,43,9,306,0,0,1,3,1,0,0,0,56
Kyle,Walker,203,Walker,58,-2,2,11.7,11,43,39,1087,1,2,2,16,3,0,0,3,218
Benjamin,Mendy,204,Mendy,55,-5,2,0.7,11,43,16,387,0,0,2,3,0,0,0,0,86
Oleksandr,Zinchenko,206,Zinchenko,52,-3,2,2.6,11,43,18,585,0,0,2,9,0,0,0,0,123
John,Stones,207,Stones,53,-2,2,1.2,11,43,20,699,0,0,2,12,0,0,0,0,146
Nicolás,Otamendi,208,Otamendi,50,-5,2,2.3,11,43,36,724,2,1,2,10,2,0,0,0,158
Danilo Luiz,da Silva,209,Danilo,50,0,2,0.0,11,43,0,0,0,0,0,0,0,0,0,0,0
Sergio,Agüero,210,Agüero,117,-3,4,10.2,11,43,72,810,9,3,2,13,0,0,0,6,287
Gabriel Fernando,de Jesus,211,Jesus,96,1,4,3.4,11,43,49,725,5,2,3,7,1,0,0,4,172
Ederson,Santana de Moraes,212,Ederson,60,0,1,14.1,11,43,52,1350,0,0,5,16,3,0,37,2,259
Claudio,Bravo,213,Bravo,48,-2,1,0.3,11,43,1,90,0,0,0,3,0,0,2,0,16
Raheem,Sterling,214,Sterling,118,-2,3,23.8,11,43,81,1311,8,1,5,18,4,0,0,7,278
Kevin,De Bruyne,215,De Bruyne,102,7,3,37.8,11,43,97,1222,4,10,6,13,1,0,0,13,412
Leroy,Sané,216,Sané,93,-2,3,0.2,11,43,0,0,0,0,0,0,0,0,0,0,0
Riyad,Mahrez,217,Mahrez,83,-2,3,3.5,11,43,68,658,4,6,3,4,0,0,0,9,258
Bernardo Mota,Veiga de Carvalho e Silva,218,Bernardo Silva,79,-1,3,10.0,11,43,65,899,5,4,3,16,4,0,0,5,278
David,Silva,219,David Silva,76,1,3,7.5,11,43,79,1010,3,8,6,10,0,0,0,8,292
Phil,Foden,220,Foden,51,-4,3,0.3,11,43,7,84,0,0,0,2,0,0,0,0,26
